"","Trade.Name","City","Reviews","Number_of_Reviews"
"5349","DOLLAR TREE #06326","WHITE PLAINS",0,0
"5350","DOLLAR TREE #06336","BUFFALO",0,0
"5351","DOLLAR TREE #06404","CHAMPLAIN",0,0
"5352","DOLLAR TREE #06496","MEDINA",0,0
"5353","DOLLAR TREE #06511","RENSSELAER",0,0
"5354","DOLLAR TREE #06620","ROCHESTER",0,0
"5355","DOLLAR TREE #06702","HOOSICK FALLS",4.7,27
"5356","DOLLAR TREE #06703","HAMILTON",0,0
"5357","DOLLAR TREE #06772","BUFFALO",0,0
"5358","DOLLAR TREE #06808","LOWVILLE",4.1,23
"5359","DOLLAR TREE #06822","WHITESBORO",4.8,5
"5360","DOLLAR TREE #06829 7/27","FARMINGTON",0,0
"5361","DOLLAR TREE #07024","GREAT NECK",3.8,122
"5362","DOLLAR TREE #07027","GLOVERSVILLE",3.8,108
"5363","DOLLAR TREE #07038","STATEN ISLAND",0,0
"5364","DOLLAR TREE #07161","SYRACUSE",0,0
"5365","DOLLAR TREE #07180","SALAMANCA",0,0
"5366","DOLLAR TREE #07224","BRONX",0,0
"5367","DOLLAR TREE #07265","BROOKLYN",0,0
"5368","DOLLAR TREE #07316","SAYVILLE",4.6,60
"5369","DOLLAR TREE #07335","STATEN ISLAND",0,0
"5370","DOLLAR TREE #07346","MIDDLETOWN",0,0
"5371","DOLLAR TREE #07348","WEBSTER",0,0
"5372","DOLLAR TREE #07372","CAZENOVIA",4.7,17
"5373","DOLLAR TREE #07424","ASTORIA",4.1,289
"5374","DOLLAR TREE #07425","SIDNEY",0,0
"5375","DOLLAR TREE #07467","PENN YAN",0,0
"5376","DOLLAR TREE #07472","ROCHESTER",0,0
"5377","DOLLAR TREE #07483","ORCHARD PARK",4.7,28
"5378","DOLLAR TREE #07523","OZONE PARK",0,0
"5379","DOLLAR TREE #07524","STATEN ISLAND",0,0
"5380","DOLLAR TREE #07561","JAMESTOWN",0,0
"5381","DOLLAR TREE #07565 7/12","LYNBROOK",0,0
"5382","DOLLAR TREE #1003","WEST SENECA",4.2,84
"5383","DOLLAR TREE #1141","ROCHESTER",0,0
"5384","DOLLAR TREE #1315","HAMBURG",0,0
"5385","DOLLAR TREE #1399","PATTERSON",0,0
"5386","DOLLAR TREE #1402","ONEIDA",0,0
"5387","DOLLAR TREE #1404","HERKIMER",4.4,100
"5388","DOLLAR TREE #1405","VESTAL",4.2,119
"5389","DOLLAR TREE #1410","NEWARK",0,0
"5390","DOLLAR TREE #1419","TROY",0,0
"5391","DOLLAR TREE #1423","CHEEKTOWAGA",4,104
"5392","DOLLAR TREE #1687","MIDDLETOWN",0,0
"5393","DOLLAR TREE #1782","BLASDELL",4.5,69
"5394","DOLLAR TREE #1927","POUGHKEEPSIE",3.9,72
"5395","DOLLAR TREE #2463","NEWBURGH",4.2,65
"5396","DOLLAR TREE #2903","SARANAC LAKE",3.8,19
"5397","DOLLAR TREE #2925","FAIRPORT",4.2,52
"5398","DOLLAR TREE #3257","NORTH TONAWANDA",0,0
"5399","DOLLAR TREE #3471","SELDEN",4.3,114
"5400","DOLLAR TREE #3485","ROCKY POINT",0,0
"5401","DOLLAR TREE #3490","NORTH MASSAPEQUA",3.5,59
"5402","DOLLAR TREE #3544","STATEN ISLAND",4,239
"5403","DOLLAR TREE #3575","NIAGARA FALLS",3.9,206
"5404","DOLLAR TREE #3635","EVANS MILLS",4.1,106
"5405","DOLLAR TREE #3789","WOODSIDE",0,0
"5406","DOLLAR TREE #3798","STATEN ISLAND",4,202
"5407","DOLLAR TREE #3950","HICKSVILLE",3.7,186
"5408","DOLLAR TREE #4169","BRONX",3.7,255
"5409","DOLLAR TREE #4284","CHEEKTOWAGA",4.3,162
"5410","DOLLAR TREE #4388","BRONX",3.8,487
"5411","DOLLAR TREE #4436","MONROE",0,0
"5412","DOLLAR TREE #453","HORNELL",4.3,34
"5413","DOLLAR TREE #4809","BROOKLYN",0,0
"5414","DOLLAR TREE #4833","FLORAL PARK",4.2,421
"5415","DOLLAR TREE #4843","POMONA",0,0
"5416","DOLLAR TREE #4856","MEDFORD",0,0
"5417","DOLLAR TREE #4873","HICKSVILLE",0,0
"5418","DOLLAR TREE #4900","CENTEREACH",3.9,87
"5419","DOLLAR TREE #4908","BUFFALO",0,0
"5420","DOLLAR TREE #503","COBLESKILL",4.2,60
"5421","DOLLAR TREE #5050","BOHEMIA",0,0
"5422","DOLLAR TREE #5062","WEST HEMPSTEAD",3.9,203
"5423","DOLLAR TREE #5063","BUFFALO",4.3,171
"5424","DOLLAR TREE #5069","BRONX",3.9,217
"5425","DOLLAR TREE #5125","WESTBURY",4.3,171
"5426","DOLLAR TREE #5289","ROME",0,0
"5427","DOLLAR TREE #5318","PATCHOGUE",3.6,126
"5428","DOLLAR TREE #5371","CICERO",0,0
"5429","DOLLAR TREE #5395","ROCHESTER",0,0
"5430","DOLLAR TREE #5429","HAMPTON BAYS",4.3,125
"5431","DOLLAR TREE #5552","MANLIUS",4.2,38
"5432","DOLLAR TREE #566","NIAGARA FALLS",4,113
"5433","DOLLAR TREE #5715","SYRACUSE",4.3,106
"5434","DOLLAR TREE #5725","AMITYVILLE",3.6,203
"5435","DOLLAR TREE #5775","PELHAM",0,0
"5436","DOLLAR TREE #5839","HAUPPAUGE",4.2,218
"5437","DOLLAR TREE #789","BUFFALO",4.1,164
"5438","DOLLAR TREE #935","ROCHESTER",0,0
"5439","DOLLAR TREE #962","CHEEKTOWAGA",3.7,64
"5440","DOLLAR TREE 02794","CENTRAL SQUARE",0,0
"5441","DOLLAR TREE 1008","CLIFTON PARK",4,85
"5442","DOLLAR TREE 1051","LIBERTY",0,0
"5443","DOLLAR TREE 1055","BUFFALO",4.2,153
"5444","DOLLAR TREE 1069","ONTARIO",4.4,27
"5445","DOLLAR TREE 1303","BATAVIA",0,0
"5446","DOLLAR TREE 1395","AUBURN",0,0
"5447","DOLLAR TREE 1403","UTICA",4.2,118
"5448","DOLLAR TREE 1406","WATERTOWN",4.5,37
"5449","DOLLAR TREE 1408","ROME",0,0
"5450","DOLLAR TREE 1414","ALBANY",3.3,70
"5451","DOLLAR TREE 1417","ROCHESTER",3.7,196
"5452","DOLLAR TREE 1418","QUEENSBURY",4.1,98
"5453","DOLLAR TREE 1422","BUFFALO",4,152
"5454","DOLLAR TREE 1737","NORTH GREENBUSH",4.3,44
"5455","DOLLAR TREE 1792","NIAGARA FALLS",0,0
"5456","DOLLAR TREE 1916","POTSDAM",0,0
"5457","DOLLAR TREE 1929","JOHNSTOWN",0,0
"5458","DOLLAR TREE 1950","EAST AURORA",4.1,43
"5459","DOLLAR TREE 2004","SYRACUSE",0,0
"5460","DOLLAR TREE 2011","BROCKPORT",4.4,102
"5461","DOLLAR TREE 2593","MONTICELLO",0,0
"5462","DOLLAR TREE 273","GENESEO",4,38
"5463","DOLLAR TREE 288","ROCHESTER",0,0
"5464","DOLLAR TREE 289","WEBSTER",0,0
"5465","DOLLAR TREE 3042","LEVITTOWN",4.3,331
"5466","DOLLAR TREE 3074","SPRINGVILLE",0,0
"5467","DOLLAR TREE 3096","BRONX",0,0
"5468","DOLLAR TREE 3482","HUDSON FALLS",4.3,93
"5469","DOLLAR TREE 3749","MACEDON",0,0
"5470","DOLLAR TREE 399","VICTOR",0,0
"5471","DOLLAR TREE 4727","JAMESTOWN",0,0
"5472","DOLLAR TREE 509","OLEAN",4.4,72
"5473","DOLLAR TREE 542","LOCKPORT",4.3,67
"5474","DOLLAR TREE 5582","ROSEDALE",0,0
"5475","DOLLAR TREE 604","ROCHESTER",0,0
"5476","DOLLAR TREE 904","ELMIRA",4.5,90
"5477","DOLLAR TREE 914","ROCHESTER",0,0
"5478","DOLLAR TREE 959","ITHACA",4.2,127
"5479","DOLLAR TREE STORE #1401","NEW HARTFORD",0,0
"5480","DOLLAR TREE STORE #4058","GLENVILLE",0,0
"5481","DOLLAR TREE STORE #993","NORWICH",0,0
"5482","DOLLAR TREE STORE 02756","GRAND ISLAND",3.7,144
"5483","DOLLAR TREE STORE 1416","PLATTSBURGH",4.4,140
"5484","DOLLAR TREE STORE 2588","PAINTED POST",4.4,71
"5485","DOLLAR TREE STORE 3093","COMMACK",4.2,200
"5486","DOLLAR TREE STORE 3590","BALDWIN",0,0
"5487","DOLLAR TREE STORES #187","OSWEGO",4.3,96
"5488","DOLLAR TREE STORES#3171","NISKAYUNA",0,0
"5489","DOLLAR TREE STR #2105","KINGSTON",0,0
"5490","DOLLAR TREES #3228","VALLEY COTTAGE",4.3,74
"5491","DOLLAR UP","BROOKLYN",4.6,18
"5492","DOLLAR WORLD","CARMEL",3.3,64
"5493","DOLLARS &  SENSE","COHOCTON",4.3,14
"5494","DOMAINE LESEURRE","HAMMONDSPORT",4.8,48
"5495","DOMES","ARCADE",4.6,22
"5496","DOMIMEX DELI & GROCERY","BROOKLYN",4,4
"5497","DOMINGOS GROCERY","NEW YORK",0,0
"5498","DOMINIC DELI","BRONX",0,0
"5499","DOMINO","BROOKLYN",0,0
"5500","DOMS BUTCHER BLOCK","ELLICOTTVILLE",5,9
"5501","DOMS GROCERY","AUBURN",4.2,79
"5502","DON BELLA","BUFFALO",5,NA
"5503","DON GABRIELS MEXICAN","LIBERTY",4.2,39
"5504","DON JOSE MEXICANS GROCE","BRONX",0,0
"5505","DON JUAN DELI&GROCERY","NEW YORK",4.5,81
"5506","DON MARTO MINI MARKET","NEW YORK",0,0
"5507","DON PANCHITO DELI & GRO","NEW YORK",4.5,2
"5508","DON PANCHITO MEAT MRKT","STATEN ISLAND",4,7
"5509","DON PEPE TORTAS Y JUGOS","BROOKLYN",4.1,171
"5510","DON TONO DELI GROCERY","NEW ROCHELLE",0,0
"5511","DONA JUANA GROCERY STOR","BRONX",0,0
"5512","DONA MAITE STORE","KINGSTON",0,0
"5513","DONA MARY MEXICAN PRODU","RICHMOND HILL",5,7
"5514","DONGSHENG FOOD","BROOKLYN",1.8,4
"5515","DONIA DELI&GROCERY","BROOKLYN",0,0
"5516","DONOVAN LUKSA PAPER PRD","AUBURN",0,0
"5517","DONS OWN FLOWER SHOP","GENEVA",3.8,27
"5518","DOOFOOD","WHITESTONE",5,NA
"5519","DORA GROCERY","BROOKLYN",5,2
"5520","DORIANS SEAFOOD MARKET","NEW YORK",4.6,45
"5521","DORKA GROCERY STORE","BRONX",0,0
"5522","DOSSETTS MARKET ON BROA","LANCASTER",0,0
"5523","DOUBI DELI AND GROCERY","BRONX",5,NA
"5524","DOUBLE A & H DELI","BROOKLYN",0,0
"5525","DOUBLE A GROCERIES","HIGHLAND",5,18
"5526","DOUBLE A SUPER DELI","BRONX",0,0
"5527","DOUBLE D QUICK STOP","NIAGARA FALLS",0,0
"5528","DOUBLE J","FLUSHING",4.7,40
"5529","DOUBLE J GROCERY","JAMAICA",0,0
"5530","DOUBLE S PETROLEUM","BOICEVILLE",0,0
"5531","DOUGH","BROOKLYN",0,0
"5532","DOUGS LEMONADE","AMITYVILLE",5,3
"5533","DOVER MOBIL","WINGDALE",3.9,64
"5534","DOWN TO EARTH NTRL FDS","AMSTERDAM",0,0
"5535","DOWN TO EARTH WHL FD CO","ENDICOTT",0,0
"5536","DOWN TOWN DELI & BAGELS","POUGHKEEPSIE",4.3,8
"5537","DOWNTOWN BRONX DELI","BRONX",4,8
"5538","DOWNTOWN CONVENIENCE","SCHENECTADY",3.2,5
"5539","DOWNTOWN DISCOUNT","STATEN ISLAND",2.4,8
"5540","DOWNTOWN FOOD MART","BUFFALO",1.9,12
"5541","DOWNTOWN GOURMET","BROOKLYN",4.4,20
"5542","DOWNTOWN GROCERY STORE","SYRACUSE",4.6,79
"5543","DOWNTOWN NATURAL MARKET","BROOKLYN",0,0
"5544","DOWNTOWN TRADING CO","BUFFALO",4.5,8
"5545","DOYLES FOOD","BUFFALO",3.8,39
"5546","DP ONE STOP","ROCHESTER",0,0
"5547","DR COW","BROOKLYN",4.3,18
"5548","DR DAVIES FARM","CONGERS",4.1,251
"5549","DR PLAZA","NEW YORK",0,0
"5550","DR SMOOD","LONG ISLAND CITY",4.1,122
"5551","DREAM FARM","BROOKLYN",5,NA
"5552","DREAMS GOURMET","BROOKLYN",5,3
"5553","DRESSEL FARMS","NEW PALTZ",4.6,101
"5554","DREWVILLE MART","BREWSTER",0,0
"5555","DRIFT AWAY COFFEE","BROOKLYN",4.2,23
"5556","DRIGGS FINEST DELI","BROOKLYN",4.5,20
"5557","DRIGGS MINI MART","BROOKLYN",0,0
"5558","DRINK MORE GOOD","BEACON",4.7,21
"5559","DRINKMAPLE","BUFFALO",0,0
"5560","DRIPKIT","BROOKLYN",0,0
"5561","DRUG STOP","NEW YORK",5,5
"5562","DUAL EAST WEST MARKET","BROOKLYN",5,2
"5563","DUAL SPECIALTY STORE","NEW YORK",4.5,73
"5564","DUANE READE","NEW YORK",0,0
"5565","DUANE READE  #14426","BROOKLYN",2.8,55
"5566","DUANE READE # 14508","BROOKLYN",0,0
"5567","DUANE READE #14345","NEW YORK",3.9,48
"5568","DUANE READE #14401","NEW YORK",0,0
"5569","DUANE READE #14404","NEW YORK",4,58
"5570","DUANE READE #14414","NEW YORK",0,0
"5571","DUANE READE #14496","NEW YORK",0,0
"5572","DUANE READE 14128","BROOKLYN",3.4,57
"5573","DUANE READE 14134","NEW YORK",2.8,40
"5574","DUANE READE 14138","NEW YORK",3.1,28
"5575","DUANE READE 14139","NEW YORK",0,0
"5576","DUANE READE 14150","BRONX",0,0
"5577","DUANE READE 14151","NEW YORK",3.3,18
"5578","DUANE READE 14155","NEW YORK",3,28
"5579","DUANE READE 14168","NEW YORK",3.4,9
"5580","DUANE READE 14171","WOODSIDE",0,0
"5581","DUANE READE 14199","FOREST HILLS",3.5,23
"5582","DUANE READE 14201","BROOKLYN",3.8,21
"5583","DUANE READE 14202","NEW YORK",4.5,8
"5584","DUANE READE 14204","YONKERS",3.7,12
"5585","DUANE READE 14214","NEW YORK",3.1,20
"5586","DUANE READE 14236","NEW YORK",3.4,18
"5587","DUANE READE 14239","NEW YORK",3.3,35
"5588","DUANE READE 14242","NEW YORK",3.2,19
"5589","DUANE READE 14247","NEW YORK",4.1,8
"5590","DUANE READE 14259","NORTH MERRICK",4.2,6
"5591","DUANE READE 14280","STATEN ISLAND",3.4,16
"5592","DUANE READE 14285","BROOKLYN",3,37
"5593","DUANE READE 14288","BRONX",3.1,53
"5594","DUANE READE 14294","BROOKLYN",0,0
"5595","DUANE READE 14312","BROOKLYN",3.2,73
"5596","DUANE READE 14317","NEW YORK",3,51
"5597","DUANE READE 14319","NEW YORK",4.1,22
"5598","DUANE READE 14334","STATEN ISLAND",4.6,15
"5599","DUANE READE 14351","NEW YORK",0,0
"5600","DUANE READE 14352","STATEN ISLAND",4.3,14
"5601","DUANE READE 14366","NEW YORK",2.3,27
"5602","DUANE READE 14369","NEW YORK",3.7,30
"5603","DUANE READE 14382","NEW YORK",3.8,30
"5604","DUANE READE 14383","NEW YORK",3.8,8
"5605","DUANE READE 14390","LONG ISLAND CITY",3.6,40
"5606","DUANE READE 14396","NEW YORK",3.8,5
"5607","DUANE READE 14400","NEW YORK",3.9,33
"5608","DUANE READE 14410","BROOKLYN",3.4,43
"5609","DUANE READE 14417","NEW YORK",3.8,39
"5610","DUANE READE 14429","BROOKLYN",4,22
"5611","DUANE READE 14431","JACKSON HEIGHTS",3.7,24
"5612","DUANE READE 14432","BROOKLYN",4,36
"5613","DUANE READE 14436","NEW YORK",3.8,30
"5614","DUANE READE 14449","JACKSON HEIGHTS",3.5,47
"5615","DUANE READE 14455","STATEN ISLAND",4.2,13
"5616","DUANE READE 14464","BROOKLYN",3.3,51
"5617","DUANE READE 14473","GLEN OAKS",0,0
"5618","DUANE READE 14480","NEW YORK",3.1,46
"5619","DUANE READE 14487","NEW YORK",0,0
"5620","DUBOIS FARM","HIGHLAND",4.7,462
"5621","DUCK POND FARMS","ALTAMONT",4.8,80
"5622","DUDDYS CORER","BROOKLYN",4.9,43
"5623","DUDLEY POULTRY","MIDDLESEX",4.9,20
"5624","DUELCE GROCERY","CORONA",0,0
"5625","DUFFYS DELI","JAMESPORT",4.1,65
"5626","DUKE GOURMET DELI","BRONX",4,6
"5627","DULCEMANIA II","HEMPSTEAD",5,19
"5628","DUMBO GOURMET 1","BROOKLYN",4.3,90
"5629","DUNCANS FISH MARKET","BROOKLYN",4.4,168
"5630","DUNKIN DONUTS","WHITE PLAINS",0,0
"5631","DUNKIN DONUTS 340442","SCHODACK",0,0
"5632","DUNKIRK EXPRESS","DUNKIRK",0,0
"5633","DUNWOODIE GAS STATION","YONKERS",0,0
"5634","DURKINS GROCERY","BEACON",3.9,18
"5635","DURNAN MINI MARKET","ROCHESTER",4.2,5
"5636","DUTCH COUNTRY MARKET","FORT PLAIN",4.7,12
"5637","DUTCH HOLLOW MARKET","AVON",4.1,8
"5638","DUTCH KUNTRY STORE","DUNDEE",4.8,31
"5639","DUTCHLAND FOODS","MARION",4.6,114
"5640","DVK","JAMAICA",5,2
"5641","DY GROCERY & DELI","MOUNT VERNON",0,0
"5642","DYBOWSKI AUTHENTIC POLI","ROCHESTER",4.7,53
"5643","DYCKMAN CANDY & TOBACCO","NEW YORK",0,0
"5644","DYCKMAN DELI &KWIK STOP","NEW YORK",0,0
"5645","DYCKMAN NUTRITIONAL","NEW YORK",4.6,12
"5646","DYLAN & MADISON FOOD  1","ELMHURST",0,0
"5647","DYLAN SUPER BODEQUITA D","BRONX",4,4
"5648","DYLANS CANDY BAR","NEW YORK",0,0
"5649","DYLANS CANDY BAR @ MADA","NEW YORK",4.3,NA
"5650","DYLANS CANDYBAR","EAST HAMPTON",4.2,38
"5651","DYLANS DELICIOUS DELI G","NEW YORK",4.1,30
"5652","DYLKE","BROOKLYN",0,0
"5653","DYNASTY CONVENIENCE STO","STATEN ISLAND",3.2,6
"5654","DYNS CIDER MILL","RICHFIELD SPRINGS",4.5,80
"5655","E & C STOP ONE MINIMARK","ROOSEVELT",0,0
"5656","E & F MEGA","ELMONT",0,0
"5657","E & M DELI GROCERY","MOUNT VERNON",0,0
"5658","E & M DELI MINI MART","BROOKLYN",4.8,9
"5659","E & M FOOD MARKET","BRONX",0,0
"5660","E & R DELI GROCERY","BRONX",4,13
"5661","E & V DELI GROCERY","BROOKLYN",4.3,4
"5662","E 10TH ST FINEST DELI &","NEW YORK",4.1,21
"5663","E AND G GROCERY CORP","NEW YORK",4.5,2
"5664","E AND K AFRICAN MARKET","BRONX",3.7,3
"5665","E FOOD SUPERMARKET","BROOKLYN",4,4
"5666","E SUNRISE 99 MARKET","BROOKLYN",0,0
"5667","E SUPERETTE","BROOKLYN",4,4
"5668","E TOWN SUNOCO","ELIZABETHTOWN",3,5
"5669","E TREMONT FAMILY DELI G","BRONX",5,5
"5670","E VALLEY DELI GROCERY","BRONX",0,0
"5671","E Z MART","AMHURST",3.4,5
"5672","E-Z MART CITGO","WHITE PLAINS",4.5,2
"5673","E-Z SHOP","LYNDONVILLE",3.5,4
"5674","E. L. PUTNAM GROCERY","BROOKLYN",1,NA
"5675","E.Z.R. DELI AND CONVENI","PORT JERVIS",3.7,6
"5676","E&A MINI GROCERY","BRONX",0,0
"5677","E&B ENTERPRISES","ALTONA",0,0
"5678","E&C FISH MARKET","BROOKLYN",4.1,68
"5679","E&C MEAT MARKET","FREEPORT",5,3
"5680","E&F DELI GROCERY","BROOKLYN",4.1,35
"5681","E&P MILK MART","VALLEY STREAM",1,2
"5682","E&V BAKERY","BRONX",4.7,44
"5683","EAE EATERY","MASPETH",4.6,179
"5684","EAGLE DELI & GRILL","BROOKLYN",1,NA
"5685","EAGLE DELI AND MARKET","ROCHESTER",0,0
"5686","EAGLE MILLS CIDER CO","BROADALBIN",4.5,98
"5687","EAGLE STREET EXPRESS I","UTICA",0,0
"5688","EARLEY FARM & HARDWARE","MADISON",4.7,75
"5689","EARLY  BIRD FOODS","BROOKLYN",4.4,8
"5690","EARTH BASKET","BROOKLYN",3.7,37
"5691","EARTH PRODUCE BY RACHEL","PEEKSKILL",0,0
"5692","EARTHBOUND METAPHYSICAL","SYRACUSE",4.8,136
"5693","EARTHGOODS MARKET","HYDE PARK",3.5,16
"5694","EARTHS HARVEST FARM","MORRIS",4,NA
"5695","EAST 110 CANDY GROCERY","NEW YORK",0,0
"5696","EAST 119 GROCERY AND DE","NEW YORK",4.8,8
"5697","EAST 3RD CORNER","MOUNT VERNON",0,0
"5698","EAST AURORA COOPERATIVE","EAST AURORA",4.6,184
"5699","EAST CANADA STOP AND SH","STRATFORD",5,NA
"5700","EAST COAST ROAST","ISLAND PARK",5,7
"5701","EAST ELMHURST GROCERY","EAST ELMHURST",0,0
"5702","EAST FERRY CLOVER FARM","BUFFALO",1.7,3
"5703","EAST FERRY FOOD & DELI","BUFFALO",0,0
"5704","EAST FISHKILL PROVISION","HOPEWELL JUNCTION",0,0
"5705","EAST GASTON 99","BROOKLYN",0,0
"5706","EAST HAMPTON GOURMET FO","EAST HAMPTON",4.2,273
"5707","EAST HAMPTON GRMT FOODS","EAST HAMPTON",4.2,273
"5708","EAST HARLEM GROCERY","NEW YORK",0,0
"5709","EAST ISLIP VILLAGE MARK","EAST ISLIP",4.4,42
"5710","EAST MAIN & BROAD MINI","MIDDLETOWN",0,0
"5711","EAST MAIN EXPRESS","ROCHESTER",0,0
"5712","EAST MEADOW CONVENIENCE","EAST MEADOW",0,0
"5713","EAST MEADOW HALAL MEAT","EAST MEADOW",4.3,120
"5714","EAST N WEST DELI GROCER","NEW YORK",0,0
"5715","EAST NORTHPORT BEVERAGE","EAST NORTHPORT",4.6,41
"5716","EAST NORTHPORT ONE STOP","EAST NORTHPORT",4.5,6
"5717","EAST NY DELI GROCERY","BROOKLYN",0,0
"5718","EAST RIDGE EXPRESS","ROCHESTER",3.7,3
"5719","EAST ROCK ENTERPRISES","EAST ROCKAWAY",4,10
"5720","EAST SIDE DAIRY MAKOLET","NEW YORK",4.8,30
"5721","EAST SIDE GROCERY","NEW YORK",4.6,14
"5722","EAST VILLAGE FARM&GRCY","NEW YORK",2.3,84
"5723","EAST VILLAGE FOOD MART","NEW YORK",0,0
"5724","EAST VILLAGE GRMT DELI","NEW YORK",4.4,7
"5725","EAST VILLAGE MEAT MKT","NEW YORK",4.7,89
"5726","EAST VILLAGE NEW DELI","NEW YORK",0,0
"5727","EAST VILLAGE ORGANIC","NEW YORK",4.8,44
"5728","EASTCHESTER FISH GOURMT","SCARSDALE",4.5,246
"5729","EASTCHESTER MEAT MARKET","BRONX",0,0
"5730","EASTERN AVE DELI GRCY","SCHENECTADY",4.6,41
"5731","EASTERN DISTRICT","BROOKLYN",4.6,60
"5732","EASTERN FRUIT&VGTBLS","BROOKLYN",0,0
"5733","EASTERN MEAT FARMS","FRANKLIN SQUARE",4.6,52
"5734","EASTOWN BEVERAGES","BATAVIA",4.7,34
"5735","EASTSIDE GLATT","NEW YORK",4.9,8
"5736","EASTSIDE GOURMET DELI","NEW YORK",4.5,4
"5737","EASTSIDE MARKET","NEW YORK",4.8,48
"5738","EASTSIDE QUICK STOP","ELMIRA",5,4
"5739","EASY 602 FOOD","NEW YORK",0,0
"5740","EASY BUY DELI & GROCERY","BRONX",4.3,44
"5741","EASY GRAB & GO","STATEN ISLAND",0,0
"5742","EASY JAY CONVENIENCE","BRENTWOOD",4.6,5
"5743","EASY QUICK STOP","POUGHKEEPSIE",0,0
"5744","EASY SHOP SUPERMARKET","BROOKLYN",4,NA
"5745","EASY STOP","MOUNT KISCO",3,2
"5746","EASY STOP DELI","BROOKLYN",4.8,25
"5747","EASY STOP GAS STATION","UTICA",4.5,2
"5748","EAT BETTER DELI","BRONX",3.8,25
"5749","EAT BETTER GOURMET DELI","BRONX",3.8,25
"5750","EAT DELAVAN EXPRESS DEL","BUFFALO",0,0
"5751","EAT RITE FOODS","BUFFALO",4.7,160
"5752","EATALY","NEW YORK",0,0
"5753","EATCETERA CAFE","BOHEMIA",4.5,174
"5754","EATING EVOLVED","EAST SETAUKET",5,5
"5755","EB GREEN","JAMAICA",0,0
"5756","EB MANAGEMENT PRO","NEW YORK",0,0
"5757","EBB CONVENIENCE","BRONX",0,0
"5758","EBBETS&RAYMOND DELI","BROOKLYN",0,0
"5759","EBENEZER DELI&GROCERY","BROOKLYN",4.2,26
"5760","EBENEZER MINI MARKET","CORONA",4.6,5
"5761","ECHAVARRIA FOODS","BROOKLYN",4,7
"5762","ECHO DRUGS","BROOKLYN",3.9,28
"5763","ECHOES ON THE LAKE","HAMMOND",4.3,105
"5764","ECKFORD NASSAU FRUIT","BROOKLYN",0,0
"5765","ECONOMIC DELI GROCERY","BROOKLYN",4.5,4
"5766","ECOWAS AFRCN FOOD&VIDEO","STATEN ISLAND",4.8,9
"5767","ECUAMEX DELI FRUITS FLO","BROOKLYN",0,0
"5768","ECY MARKET","BROOKLYN",4.8,12
"5769","ED&JEANS MARKET","PORT BYRON",4.2,197
"5770","EDDIE FANCY FOOD","BROOKLYN",4.5,49
"5771","EDDIES DELI","BRONX",4.3,6
"5772","EDDIES EAGLE MARKET","SYRACUSE",3.9,16
"5773","EDDIES MEAT MARKET","CROGHAN",4.7,24
"5774","EDDIES PLACE AFRICAN MA","BRONX",4.3,143
"5775","EDDY DELI GROCERY","BRONX",0,0
"5776","EDDY FOOD CENTER","NEW YORK",4.5,2
"5777","EDDYDALE FARMS","ITHACA",4.5,86
"5778","EDEN DELI & BAGELS","STATEN ISLAND",3.9,44
"5779","EDEN DELI AND GROCERY 0","BROOKLYN",4.7,47
"5780","EDEN FARM","SEAFORD",3.9,8
"5781","EDEN FARM II","GREAT NECK",3,5
"5782","EDEN FOOD MARKET","BROOKLYN",0,0
"5783","EDEN KOSHER","YONKERS",4.5,11
"5784","EDEN SHURFINE FOOD MARK","EDEN",0,0
"5785","EDGARS DELI GROCERY","BRONX",4.9,7
"5786","EDGE VARIETY STORE THE","FORESTVILLE",0,0
"5787","EDIBLE ARRANGEMENT","ROCKY POINT",3.6,15
"5788","EDIBLE ARRANGEMENTS","PEARL RIVER",4.5,33
"5789","EDIBLE ARRANGEMENTS #13","HICKSVILLE",3.8,25
"5790","EDIBLE ARRANGEMENTS 148","SELDEN",0,0
"5791","EDIBLE ARRANGEMENTS 215","POUGHKEEPSIE",3.6,27
"5792","EDIBLE ARRANGEMENTS 264","ROCKVILLE CENTRE",3,19
"5793","EDIBLE ARRANGEMENTS 306","PORT WASHINGTON",0,0
"5794","EDIBLE ARRANGEMENTS 867","FREEPORT",0,0
"5795","EDIBLE ARRANGEMENTS 942","MASSAPEQUA PARK",4.3,20
"5796","EDIBLE ARRANGEMENTS OF","MONROE",4.5,13
"5797","EDIBLE ARRANGEMENTS#275","GARDEN CITY",0,0
"5798","EDIBLE ARRANGMTS KINGST","KINGSTON",4.8,24
"5799","EDISON MARKET","NEW YORK",2.9,8
"5800","EDMONDS MARKET","ROCHESTER",4.6,334
"5801","EDWIN FOOD","NEW YORK",0,0
"5802","EEJ DELI&GROCERY","BRONX",0,0
"5803","EFE MARKET","BROOKLYN",4.4,57
"5804","EFE STORE","WANTAGH",0,0
"5805","EGAN DELI","BROOKLYN",0,0
"5806","EGDR GROCERY","MOUNT VERNON",0,0
"5807","EGGERT EXPRESS","BUFFALO",3.4,7
"5808","EGHE AFRICAN MARKET","BROOKLYN",4.1,19
"5809","EGUNSI FOODS","NEW YORK",5,NA
"5810","EH LAIN CIDER MILL","CANISTEO",4.9,53
"5811","EHR GROCERY","STATEN ISLAND",0,0
"5812","EIGHTH STREET MINI MART","ASTORIA",0,0
"5813","EILAT MARKET","GREAT NECK",0,0
"5814","EILEENS SPEC CHEESECAKE","NEW YORK",4.6,NA
