"","Trade.Name","County","Inspection.Grade","Inspection.Date","Owner.Name","Street","City","State.Code","Zip.Code","Deficiency.Number","Deficiency.Description","Location","id"
"4867","DEVPOOJA DELI GROCERY","Kings","A",2018-09-21,"DEVPOOJA DELI GROCERY INC","336 BUTLER STREET","BROOKLYN","NY",11217,"","","336 BUTLER STREET
BROOKLYN, NY 11217
(40.680074, -73.981642)",10037
"4868","DEWITT PRODUCE","Cortland","B",2018-09-12,"DEWITT STEPHEN","161 CLINTON AVE RIVERSIDE PLAZA","CORTLAND","NY",13045,"06B","Potentially hazardous foods are not stored at safe temperatures","",2106
"4869","DEXTER MARKET","Jefferson","A",2018-08-14,"DEXTER MARKET INC","104 E KIRBY ST #","DEXTER","NY",13634,"","","104 E KIRBY ST #
DEXTER, NY 13634
(44.007831, -76.044143)",9146
"4870","DH RIDGEWOOD FARM","Queens","A",2018-09-17,"DH RIDGEWOOD FARM INC","66-38 FRESH POND ROAD","RIDGEWOOD","NY",11385,"","","66-38 FRESH POND ROAD
RIDGEWOOD, NY 11385
(40.707945, -73.897687)",4567
"4871","DHAKA DISCOUNT&GROCERY","Bronx","A",2018-09-07,"DHAKA DISCOUNT&GROCERY INC","281 E 204TH ST","BRONX","NY",10467,"","","281 E 204TH ST
BRONX, NY 10467
(40.873584, -73.879117)",6750
"4872","DHAKA SUPERMARKET & HAL","Bronx","A",2018-04-30,"DHAKA SUPERMARKET & HALAL MEAT IN","369 E 204TH STREET","BRONX","NY",10467,"","","369 E 204TH STREET
BRONX, NY 10467
(40.871688, -73.877366)",6187
"4873","DHARA NEWS & GROCERY","Queens","A",2019-01-11,"DHARA NEWS & GROCERY INC","15-23 COLLEGE POINT BLVD","COLLEGE POINT","NY",11356,"","","15-23 COLLEGE POINT BLVD
COLLEGE POINT, NY 11356
(40.783393, -73.845848)",4795
"4874","DHMAN","Nassau","A",2018-12-04,"DHMAN CORP","148A DOUGHTY BLVD","INWOOD","NY",11096,"","","148A DOUGHTY BLVD
INWOOD, NY 11096
(40.615736, -73.746603)",11945
"4875","DHYIA GROCERY AND CONVE","Queens","B",2019-01-16,"DHYIA GROCERY AND CONVENIENCE STO","60-02 KISSENA BLVD","FLUSHING","NY",11355,"02D","Other adulterated / unfit foods or ingredients","60-02 KISSENA BLVD
FLUSHING, NY 11355
(40.739779, -73.815124)",4265
"4876","DI CAMILLO BAKERY","Niagara","A",2019-01-04,"DI CAMILLO BAKING CO INC","533 CENTER ST #","LEWISTON","NY",14092,"","","533 CENTER ST #
LEWISTON, NY 14092
(43.172696, -79.040578)",14870
"4877","DI MARCOS BUTCHER SHOPP","Queens","A",2019-03-14,"DI MARCOS BUTCHER SHOPPE LLC","66-03 MYRTLE AVENUE","RIDGEWOOD","NY",11385,"","","66-03 MYRTLE AVENUE
RIDGEWOOD, NY 11385
(40.701338, -73.888158)",829
"4878","DIA DELI GROCERY","Bronx","A",2018-08-22,"DIA DELI GROCERY CORP","1155 E TREMONT AVE #","BRONX","NY",10460,"","","1155 E TREMONT AVE #
BRONX, NY 10460
(40.839883, -73.875233)",6218
"4879","DIALA GOURMET","Bronx","C",2019-01-22,"DIALA GOURMET CORP","3214 3RD AVE","BRONX","NY",10451,"03D","-  Handwash sink in the toilet room  lacks hot water.  Temperature at tap is 39°F.","3214 3RD AVE
BRONX, NY 10451
(40.823227, -73.909207)",25820
"4880","DIAMOND DELI","Kings","A",2018-12-31,"DIAMOND DELI INC","162 NASSAU AVE","BROOKLYN","NY",11222,"","","162 NASSAU AVE
BROOKLYN, NY 11222
(40.725104, -73.94673)",9759
"4881","DIAMOND FISH & MEAT MAR","Kings","A",2018-07-30,"DIAMOND FISH & MEAT MARKET INC","832 ROGERS AVENUE","BROOKLYN","NY",11226,"","","832 ROGERS AVENUE
BROOKLYN, NY 11226
(40.650252, -73.952418)",9864
"4882","DIAMOND ROCK FOOD IMPOR","Suffolk","C",2019-03-18,"DIAMOND ROCK FOOD  IMPORTS INC","1199 SUNRISE HWY 3","COPIAGUE","NY",11726,"04F","- 100-200 intermingled fresh and old mouse droppings are present on shelving and floor under packaged spice and bread storage shelving. Management was advised to thoroughly clean/sanitize these areas and contact/continue professional licensed pest control.","1199 SUNRISE HWY 3
COPIAGUE, NY 11726
(40.692037, -73.398378)",20459
"4883","DIAMOND SEAFOOD WHOLESA","Richmond","B",2018-08-29,"DIAMOND SEAFOOD WHOLESALE INC","375 TOMPKINS AVE","STATEN ISLAND","NY",10305,"06B","Potentially hazardous foods are not stored at safe temperatures","375 TOMPKINS AVE
STATEN ISLAND, NY 10305
(40.616505, -74.074248)",26600
"4884","DIAMOND SUPERMARKET","Onondaga","A",2019-02-15,"ALSOFARI ESSA","1701 COURT ST","SYRACUSE","NY",13208,"","","1701 COURT ST
SYRACUSE, NY 13208
(43.079426, -76.144437)",25064
"4885","DIANA FOOD CENTER","Kings","C",2019-03-08,"LOPEZ IDELFONSO","291 TROY AVE","BROOKLYN","NY",11213,"04H","-  Equipment cleaning or sanitizing facilities for establishment are inadequate as follows: single bay sink in use for ware washing. Firm has 2-compartment sink in the deli food preparation area. One used as hand washing sink. No other sinks available in said area.","291 TROY AVE
BROOKLYN, NY 11213
(40.669329, -73.936634)",26123
"4886","DIAS SUPER DELI&GROCERY","Bronx","A",2018-08-17,"MADRIAN FOOD CORP","1077 WHITE PLAINS RD","BRONX","NY",10472,"","","1077 WHITE PLAINS RD
BRONX, NY 10472
(40.828269, -73.860604)",6549
"4887","DIAZ FOOD CENTER","Kings","A",2018-05-16,"DIAZ FAUSTO J&MARIO A","335 S 2ND ST","BROOKLYN","NY",11211,"","","335 S 2ND ST
BROOKLYN, NY 11211
(40.710348, -73.95408)",9965
"4888","DIAZ GROCERY & DELI","Bronx","A",2018-07-12,"DIAZ GROCERY & DELI CORP","306 E 178TH STREET","BRONX","NY",10457,"","","306 E 178TH STREET
BRONX, NY 10457
(40.849952, -73.902251)",6860
"4889","DIAZ MINI DELI","New York","A",2018-07-23,"DIAZ MINI DELI GROCERY LLC","601A WEST 144TH STREET","NEW YORK","NY",10031,"","","601A WEST 144TH STREET
NEW YORK, NY 10031
(40.825801, -73.95103)",13372
"4890","DICAMILLO BAKING","Erie","A",2018-09-20,"DICAMILLO BAKING COMPANY INC","5329 MAIN ST","WILLIAMSVILLE","NY",14221,"","","5329 MAIN ST
WILLIAMSVILLE, NY 14221
(42.961314, -78.754122)",8485
"4891","DICKS COUNTRY STORE","Clinton","A",2018-05-02,"DECOSSE RICHARD L SR","7429 RT 11","CHURUBUSCO","NY",12923,"","","7429 RT 11
CHURUBUSCO, NY 12923
(44.934205, -73.995988)",3963
"4892","DICKS DELICATESSEN","Richmond","A",2019-01-14,"DICKS DELICATESSEN INC","857 CASTLETON AVE","STATEN ISLAND","NY",10310,"","","857 CASTLETON AVE
STATEN ISLAND, NY 10310
(40.634733, -74.110953)",16246
"4893","DICKSONS FARMSTAND MEAT","New York","C",2018-12-06,"DICKSONS FARMSTAND INC","75 9TH AVE","NEW YORK","NY",10011,"03D","- Handwash sink in the restroom lacks cold water. Temperature at tap is measured at 150°F","75 9TH AVE
NEW YORK, NY 10011
(40.742227, -74.004466)",22250
"4894","DIGNA DELI GROCERY","Bronx","A",2018-11-19,"DIGNA DELI GROCERY CORP","3142 HEATH AVE","BRONX","NY",10463,"","","3142 HEATH AVE
BRONX, NY 10463
(40.878734, -73.899753)",6546
"4895","DILLY DALLIES SPICES &","Erie","A",2018-06-07,"WHEELER DYLAN","53 E MAIN ST","SPRINGVILLE","NY",14141,"","","53 E MAIN ST
SPRINGVILLE, NY 14141
(42.50862, -78.665472)",8935
"4896","DILONE GROCERY & DELI","Queens","A",2019-03-06,"DILONE GROCERY & DELI CORP","109-59 LEFFERTS BLVD","SOUTH OZONE PARK","NY",11420,"","","109-59 LEFFERTS BLVD
SOUTH OZONE PARK, NY 11420
(40.680632, -73.821424)",19352
"4897","DILRUBA DELI & GROCERY","Kings","A",2018-12-28,"DILRUBA DELI & GROCERY INC","593 METROPOLITAN AVE","BROOKLYN","NY",11211,"","","593 METROPOLITAN AVE
BROOKLYN, NY 11211
(40.714084, -73.949115)",9438
"4898","DIMITRIS TREATS CONFECT","Steuben","A",2018-04-20,"FREELAND THOMAS","13 E MARKET ST","CORNING","NY",14830,"","","13 E MARKET ST
CORNING, NY 14830
(42.143289, -77.053856)",15762
"4899","DIMPYS FOOD MART & DELI","Dutchess","A",2018-08-13,"DIMPYS FOOD MART & DELI INC","401 VASSAR RD","POUGHKEEPSIE","NY",12603,"","","401 VASSAR RD
POUGHKEEPSIE, NY 12603
(41.633653, -73.890776)",8439
"4900","DINAS DELI","Richmond","A",2019-02-15,"DINAS CORP","128 SAND LN","STATEN ISLAND","NY",10305,"","","128 SAND LN
STATEN ISLAND, NY 10305
(40.596508, -74.07031)",27994
"4901","DING FENG WANG GROCERY","Kings","A",2018-05-22,"DING FENG WANG GROCERY INC","5316 7TH AVE","BROOKLYN","NY",11220,"","","5316 7TH AVE
BROOKLYN, NY 11220
(40.640428, -74.008014)",9974
"4902","DINO MART","Orange","C",2019-01-15,"PALISADES FUEL INC","12 US HIGHWAY 6","PORT JERVIS","NY",12771,"04F","-  5-10 fresh appearing mouse droppings are present on the retail area floor next to the rear display cooler and wall. 

  -  10-20 fresh appearing mouse droppings are present on the floor of the rear storage room in various places.","12 US HIGHWAY 6
PORT JERVIS, NY 12771
(41.375756, -74.691964)",25174
"4903","DINORAS MEAT MARKET","Richmond","A",2018-04-25,"DEDOVIC FIFE&SKENDER","198 CANAL ST","STATEN ISLAND","NY",10304,"","","198 CANAL ST
STATEN ISLAND, NY 10304
(40.624999, -74.079385)",16298
"4904","DIOMAR GROCERY","Queens","A",2019-02-07,"DIOMAR GROCERY CORP","64-01 COOPER AVE","RIDGEWOOD","NY",11385,"","","64-01 COOPER AVE
RIDGEWOOD, NY 11385
(40.697985, -73.891776)",4718
"4905","DIORIOS SUPERMARKET","Herkimer","A",2019-01-24,"WORK TO SKI INC","2938 ST RT 28 PO BOX 6","OLD FORGE","NY",13420,"","","2938 ST RT 28 PO BOX 6
OLD FORGE, NY 13420
(43.705527, -74.981189)",3180
"4906","DIP POUR & DRIZZLE","Queens","A",2018-12-04,"DIP POUR & DRIZZLE LLC","169-02 CROCHERON AVE","FLUSHING","NY",11358,"","","169-02 CROCHERON AVE
FLUSHING, NY 11358
(40.762777, -73.796922)",4472
"4907","DIPALO FINE FOODS","New York","A",2018-04-23,"DIPALO FINE FOODS INC","200 GRAND ST","NEW YORK","NY",10013,"","","200 GRAND ST
NEW YORK, NY 10013
(40.719104, -73.996676)",14157
"4908","DIPAOLO BAKERY","Monroe","A",2018-04-13,"DIPAOLO BAKING CO INC","598 PLYMOUTH AVE N","ROCHESTER","NY",14608,"","","598 PLYMOUTH AVE N
ROCHESTER, NY 14608
(43.163172, -77.624463)",11225
"4909","DIPLOMAT CATERER","Bronx","A",2018-09-05,"EMUNA 55 INC","2474 BUTLER PLACE","BRONX","NY",10461,"","","2474 BUTLER PLACE
BRONX, NY 10461
(40.837775, -73.843701)",6781
"4910","DIPRIMAS MOBIL","Monroe","A",2019-02-01,"DIPRIMA INCORPORATED","1311 FAIRPORT RD","FAIRPORT","NY",14450,"","","1311 FAIRPORT RD
FAIRPORT, NY 14450
(43.101283, -77.461367)",11769
"4911","DIRIENZO BROS BAKERY","Broome","A",2018-07-24,"DIRIENZO BROTHERS BAKERY INC","152 HENRY ST","BINGHAMTON","NY",13901,"","","152 HENRY ST
BINGHAMTON, NY 13901
(42.102477, -75.903816)",7101
"4912","DISCOUNT BAZAAR","Bronx","A",2019-01-24,"DISCOUNT BAZAAR INC","1181 WEBSTER AVE","BRONX","NY",10456,"","","1181 WEBSTER AVE
BRONX, NY 10456
(40.831363, -73.910227)",6067
"4913","DISCOUNT BEVERAGE CENTE","Ulster","A",2018-11-20,"JAI GANESH KIRPA CORP","1898 RT 9W","MILTON","NY",12547,"","","1898 RT 9W
MILTON, NY 12547
(41.662843, -73.961852)",17135
"4914","DISCOUNT CORP AND 99 CE","Bronx","A",2018-07-02,"DISCOUNT CORP AND 99 CENT","545 A SOUTHERN BLVD","BRONX","NY",10455,"","","545 A SOUTHERN BLVD
BRONX, NY 10455
(40.812204, -73.903875)",5828
"4915","DISCOUNT CROTONA","Bronx","A",2018-07-25,"DISCOUNT CRONTONA INC","1967 CROTONA AVE","BRONX","NY",10457,"","","1967 CROTONA AVE
BRONX, NY 10457
(40.845876, -73.890741)",6154
"4916","DISCOUNT DAIRY FARM GRO","Kings","A",2018-12-12,"DISCOUNT DAIRY FARM GROCERY INC","2730 OCEAN AVE","BROOKLYN","NY",11229,"","","2730 OCEAN AVE
BROOKLYN, NY 11229
(40.594728, -73.950525)",9592
"4917","DISCOUNT DELI MART & SM","Orange","A",2019-03-06,"AJMER KIRPA CORP","1930 ROUTE 300","NEWBURGH","NY",12550,"","","1930 ROUTE 300
NEWBURGH, NY 12550
(41.572224, -74.093302)",19964
"4918","DISCOUNT FOREVER INC","Bronx","A",2018-10-29,"DISCOUNT FOREVER INC","230 EAST 170TH ST","BRONX","NY",10456,"","","230 EAST 170TH ST
BRONX, NY 10456
(40.838366, -73.913109)",6841
"4919","DISCOUNT GROCERY","Westchester","A",2018-07-20,"DISCOUNT GROCERY INC","730 SOUTH ST","PEEKSKILL","NY",10566,"","","730 SOUTH ST
PEEKSKILL, NY 10566
(41.289159, -73.923645)",18253
"4920","DISCOUNT HALAL MEAT AND","Albany","C",2019-01-02,"DISCOUNT HALAL MEAT AND GROCERY I","462 TROY SCHENECTADY RD","LATHAM","NY",12110,"04F","- A total  of 50-100 fresh and old intermingled mouse droppings are present in the following areas: a) on floor in utility room; b) on floor in bakery area; c) on pallets and floor by area displaying rice in retail area; d) on floor behind reach-in freezer in retail area.","462 TROY SCHENECTADY RD
LATHAM, NY 12110
(42.746593, -73.758163)",20121
"4921","DISCOUNT ISLAND","Richmond","A",2019-03-14,"STATEN ISLAND DISCOUNT STORE INC.","327 VICTORY BLVD","STATEN ISLAND","NY",10301,"","","327 VICTORY BLVD
STATEN ISLAND, NY 10301
(40.634049, -74.085681)",22955
"4922","DISCOUNT MOON","New York","A",2019-01-04,"DISCOUNT MOON INC","1238 ST NICHOLAS AVE","NEW YORK","NY",10032,"","","1238 ST NICHOLAS AVE
NEW YORK, NY 10032
(40.843685, -73.93785)",13524
"4923","DISCOUNT NY","Kings","A",2018-08-31,"DISCOUNT NY INC","3823 CHURCH AVE","BROOKLYN","NY",11203,"","","3823 CHURCH AVE
BROOKLYN, NY 11203
(40.651187, -73.941671)",9774
"4924","DISCOUNT RETAIL FOOD","Oneida","A",2018-10-26,"AHMED IDRIS","163 EAGLE ST #","UTICA","NY",13501,"","","163 EAGLE ST #
UTICA, NY 13501
(43.094671, -75.236363)",14707
"4925","DISHES AT HOME","New York","C",2019-02-26,"MENTA INC","58 GRAND CENTRAL TERMINAL","NEW YORK","NY",10017,"03D","-  Handwash sink in equipment wash area  is inaccessible with utensils and containers stored inside sink and mop container blocking sink -no food workers observed using the handwash sink during inspection.","58 GRAND CENTRAL TERMINAL
NEW YORK, NY 10017
(40.752551, -73.97866)",20598
"4926","DISTEFANO MEAT MARKET","Greene","A",2019-01-17,"DISTEFANO PAUL T","10 BIRCH HILL DR","CAIRO","NY",12413,"","","10 BIRCH HILL DR
CAIRO, NY 12413
(42.290137, -73.979922)",9102
"4927","DITMARS CANDY & GROCERY","Queens","A",2018-05-08,"DITMARS CANDY & GROCERY INC","28-05 DITMARS BLVD","ASTORIA","NY",11105,"","","28-05 DITMARS BLVD
ASTORIA, NY 11105
(40.777179, -73.912189)",4507
"4928","DITMARS DELI GROCERY","Queens","A",2018-09-28,"TENZIN KUNGA","23-17 24TH AVE","ASTORIA","NY",11102,"","","23-17 24TH AVE
ASTORIA, NY 11102
(40.775542, -73.920002)",4977
"4929","DITMAS DELI GROCERY","Kings","A",2018-07-10,"DITMAS DELI GROCERY CORP","308 DITMAS AVENUE","BROOKLYN","NY",11218,"","","308 DITMAS AVENUE
BROOKLYN, NY 11218
(40.635818, -73.975588)",10080
"4930","DIVAN BAKERY","Kings","A",2018-06-05,"BND BAKERY INC","2017 AVENUE U","BROOKLYN","NY",11229,"","","2017 AVENUE U
BROOKLYN, NY 11229
(40.599443, -73.950843)",9511
"4931","DIVINE OLIVE THE","Nassau","A",2018-09-28,"DIVINE OLIVE CORP THE","281 MAIN ST  #","FARMINGDALE","NY",11735,"","","281 MAIN ST #
FARMINGDALE, NY 11735
(40.732718, -73.44585)",12451
"4932","DIVINITEA","Saratoga","A",2018-11-01,"DIVINITEA LLC","1604 ROUTE 9 SUITE 2","CLIFTON PARK","NY",12065,"","","1604 ROUTE 9 SUITE 2
CLIFTON PARK, NY 12065
(42.852366, -73.757001)",5487
"4933","DIVINO NINO BB DELI","Bronx","A",2018-04-10,"DIVINO NINO BB DELI CORP","927 E 169TH ST","BRONX","NY",10459,"","","927 E 169TH ST
BRONX, NY 10459
(40.827252, -73.893684)",6361
"4934","DIVISION AVE DAIRY MART","Nassau","C",2018-05-10,"YOGI 100 INC","100 DIVISION AVE","LEVITTOWN","NY",11756,"06B","Potentially hazardous foods are not stored at safe temperatures","100 DIVISION AVE
LEVITTOWN, NY 11756
(40.72807, -73.527095)",25504
"4935","DIVISION FOOD MARKET","Kings","A",2018-12-21,"DIVISION FOOD MARKET CORP","71 DIVISION AVE","BROOKLYN","NY",11249,"","","71 DIVISION AVE
BROOKLYN, NY 11249
(40.707214, -73.966105)",9960
"4936","DIVISION MARKETS","Niagara","A",2018-08-21,"DEGENARROS DISTRIBUTION COMPANY","165 DIVISION ST","NORTH TONAWANDA","NY",14120,"","","165 DIVISION ST
NORTH TONAWANDA, NY 14120
(43.027821, -78.860555)",13756
"4937","DIVISION MINI MARKET","Kings","A",2018-09-06,"DIVISION MINI MARKET INC","126 DIVISION AVE","BROOKLYN","NY",11211,"","","126 DIVISION AVE
BROOKLYN, NY 11211
(40.707722, -73.962999)",9760
"4938","DIVISION STREET MARKET","Onondaga","A",2018-12-14,"DIVISION STREET MARKET INC","318 E DIVISION ST","SYRACUSE","NY",13208,"","","318 E DIVISION ST
SYRACUSE, NY 13208
(43.060961, -76.152043)",14898
"4939","DIYA DELI&CONV","Queens","A",2019-01-09,"DIYA 142 INC","142-01 38TH AVE","FLUSHING","NY",11354,"","","142-01 38TH AVE
FLUSHING, NY 11354
(40.761896, -73.826032)",15946
"4940","DJM DELI & GROCERY","Bronx","A",2019-02-07,"DJM DELI & GROCERY INC","456 EAST 149TH ST","BRONX","NY",10455,"","","456 EAST 149TH ST
BRONX, NY 10455
(40.815024, -73.915172)",6659
"4941","DK FISH MARKET","Kings","A",2018-04-10,"DK FISH MARKET INC","2921 GLENWOOD RD","BROOKLYN","NY",11210,"","","2921 GLENWOOD RD
BROOKLYN, NY 11210
(40.633983, -73.948038)",9527
"4942","DKJJ DELI FOOD","Bronx","C",2019-03-18,"DKJJ DELI FOOD CORP","1584 UNIVERSITY AVE","BRONX","NY",10453,"02D","Other adulterated / unfit foods or ingredients","1584 UNIVERSITY AVE
BRONX, NY 10453
(40.846828, -73.920512)",1844
"4943","DL DELI GROCERY","Queens","A",2019-02-11,"DL DELI GROCERY CORP","91-19 31ST AVE","EAST ELMHURST","NY",11369,"","","91-19 31ST AVE
EAST ELMHURST, NY 11369
(40.760191, -73.876855)",4165
"4944","DMG DELI MINI MARKET","New York","A",2018-07-09,"DMG DELI MINI MARKET CORP","339 E 115TH ST","NEW YORK","NY",10029,"","","339 E 115TH ST
NEW YORK, NY 10029
(40.795562, -73.936483)",13064
"4945","DNIPRO EURO FOODS","Albany","A",2018-05-21,"KOROSTIL IGOR","898 NEW LOUDON RD","LATHAM","NY",12110,"","","898 NEW LOUDON RD
LATHAM, NY 12110
(42.757058, -73.757968)",6316
"4946","DNISTER EURO FOOD","Broome","A",2018-12-21,"ILCHISHIN SERGEY","9 GLENWOOD AVE","BINGHAMTON","NY",13905,"","","9 GLENWOOD AVE
BINGHAMTON, NY 13905
(42.108504, -75.937499)",7129
"4947","DNY NATURAL LAND","Kings","A",2019-01-28,"DNY NATURAL LAND INC","322 FLATBUSH AVE","BROOKLYN","NY",11238,"","","322 FLATBUSH AVE
BROOKLYN, NY 11238
(40.676977, -73.972312)",10496
"4948","DNZ","Niagara","A",2018-04-03,"DNZ CORP","2202 HYDE PARK BLVD","NIAGARA FALLS","NY",14305,"","","2202 HYDE PARK BLVD
NIAGARA FALLS, NY 14305
(43.108991, -79.030448)",14517
"4949","DOGWOOD FRMS CNVNC STRE","Nassau","A",2018-07-31,"TAPAN ENTERPRISE INC","370 DOGWOOD AVE","FRANKLIN SQUARE","NY",11010,"","","370 DOGWOOD AVE
FRANKLIN SQUARE, NY 11010
(40.697607, -73.666438)",12999
"4950","DOHENY OIL","Saratoga","A",2019-03-05,"DOHENY OIL CORP","2135 DOUBLEDAY AVE","BALLSTON SPA","NY",12020,"","","2135 DOUBLEDAY AVE
BALLSTON SPA, NY 12020
(43.019797, -73.841793)",26915
"4951","DOLEHS SUPERMARKET","Kings","A",2018-09-14,"DOLEH HISHAM M","1689 8TH AVE","BROOKLYN","NY",11215,"","","1689 8TH AVE
BROOKLYN, NY 11215
(40.659683, -73.984388)",10130
"4952","DOLGENCORP #10232","Delaware","A",2019-01-10,"DOLGENCORP OF NEW YORK INC","14 BRIDGE ST","WALTON","NY",13856,"","","14 BRIDGE ST
WALTON, NY 13856
(42.167189, -75.129994)",7861
"4953","DOLGENCORP OF NY","Oswego","A",2018-12-03,"DOLGENCORP OF NY INC","7754 RT 104","OSWEGO","NY",13126,"","","7754 RT 104
OSWEGO, NY 13126
(43.409174, -76.578661)",3388
"4954","DOLHOF TRUEVALUE","Lewis","A",2018-04-17,"DOLHOF HARDWARE INC","4057 CENTER ST","LYONS FALLS","NY",13368,"","","4057 CENTER ST
LYONS FALLS, NY 13368
(43.618758, -75.361591)",11469
"4955","DOLLAL GENERAL 8172","Orleans","A",2018-09-04,"DOLGENCORP OF NEW YORK INC","11273 MAPLE RIDGE RD","MEDINA","NY",14103,"","","11273 MAPLE RIDGE RD
MEDINA, NY 14103
(43.207016, -78.394804)",14927
"4956","DOLLAR DEAL","Bronx","A",2018-08-10,"1611 FOOD MART INC","1611 WESTCHESTER AVE","BRONX","NY",10472,"","","1611 WESTCHESTER AVE
BRONX, NY 10472
(40.829439, -73.874834)",6406
"4957","DOLLAR EXPO","Bronx","C",2019-02-14,"DOLLAR EXPO LLC","1750 JEROME AVE","BRONX","NY",10453,"04F","-  100-200 fresh appearing mouse droppings are present on shelves displaying pet food, candy and other non-food items in the retail area. 

 -  100-200 fresh appearing mouse droppings are present on unused shelving and other unused materials, on floor below shelves and on floor near exterior exit door in the rear storage area.","1750 JEROME AVE
BRONX, NY 10453
(40.847849, -73.912257)",27977
"4958","DOLLAR FOOD BASKET","Kings","C",2018-07-23,"DOLLAR FOOD BASKET INC","574 ALBANY AVE","BROOKLYN","NY",11203,"04F","-2-10 live/dead cockroaches are present inside and outside lunchroom area.","574 ALBANY AVE
BROOKLYN, NY 11203
(40.660567, -73.939789)",23174
"4959","DOLLAR GEM","Queens","A",2018-10-05,"99 LIMON INC","229-12 MERRICK BLVD","SPRINGFIELD GARDEN","NY",11413,"","","229-12 MERRICK BLVD
SPRINGFIELD GARDEN, NY 11413
(40.676151, -73.740712)",3803
"4960","DOLLAR GEN #14943","Clinton","A",2018-04-06,"DOLGENCORP OF NEW YORK INC","215 SOUTH ST","CHAMPLAIN","NY",12919,"","","215 SOUTH ST
CHAMPLAIN, NY 12919
(44.981175, -73.452638)",7748
"4961","DOLLAR GEN STORE #12999","Onondaga","A",2018-09-05,"DOLGENCORP OF NEW YORK INC","2922 E GENESEE ST","SYRACUSE","NY",13224,"","","2922 E GENESEE ST
SYRACUSE, NY 13224
(43.042242, -76.103418)",14879
"4962","DOLLAR GENERAL  # 19243","Richmond","A",2018-10-02,"DOLGENCORP OF NEW YORK","2264 FORREST AVE","STATEN ISLAND","NY",10303,"","","2264 FORREST AVE
STATEN ISLAND, NY 10303
(40.627107, -74.165359)",15789
"4963","DOLLAR GENERAL  #16838","Tompkins","A",2018-12-13,"DOLGENCORP OF NEW YORK INC","1989 EAST SHORE DRIVE","LANSING","NY",14882,"","","1989 EAST SHORE DRIVE
LANSING, NY 14882
(42.532352, -76.502457)",18282
"4964","DOLLAR GENERAL  #19227","Suffolk","A",2019-03-08,"DOLGENCORP OF NEW YORK","660 N WELLWOOD AVE","LINDENHURST","NY",11757,"","","",21233
"4965","DOLLAR GENERAL  8576","Saratoga","A",2018-08-03,"DOLGENCORP OF NEW YORK INC","772 SARATOGA RD","BURNT HILLS","NY",12027,"","","772 SARATOGA RD
BURNT HILLS, NY 12027
(42.905066, -73.902635)",16948
"4966","DOLLAR GENERAL # 10153","Tioga","A",2018-07-26,"DOLGEN CORP OF NEW YORK INC","65 E RIVER RD","NICHOLS","NY",13812,"","","65 E RIVER RD
NICHOLS, NY 13812
(42.021756, -76.365773)",17404
"4967","DOLLAR GENERAL # 12183","Oneida","A",2018-08-27,"DOLGENCORP OF NEW YORK INC","1112 MOHAWK ST","UTICA","NY",13501,"","","1112 MOHAWK ST
UTICA, NY 13501
(43.091748, -75.221554)",15142
"4968","DOLLAR GENERAL # 17684","St. Lawrence","A",2018-11-08,"DOLGENCORP OF NEW YORK INC","6 MCLIWEE RD","HEUVELTON","NY",13654,"","","6 MCLIWEE RD
HEUVELTON, NY 13654
(44.623286, -75.412118)",17025
"4969","DOLLAR GENERAL # 17932","Franklin","A",2018-09-18,"DOLGENCORP OF NEW YORK INC","116 COUNTY ROUTE 5","DICKINSON CENTER","NY",12930,"","","116 COUNTY ROUTE 5
DICKINSON CENTER, NY 12930
(44.68034, -74.546415)",3716
"4970","DOLLAR GENERAL # 18375","Niagara","A",2018-12-21,"DOLGENCORP OF NEW YORK INC","6408 CAMPBELL BLVD","LOCKPORT","NY",14094,"","","6408 CAMPBELL BLVD
LOCKPORT, NY 14094
(43.115924, -78.769085)",15022
